Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,489049,-,-,-,38.85,-104.82,-7,1861,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),,,,,,,,,,,,,,,,,,,,,,
2016,1,1,0,30,-10,0,0,0,1,-13,0,0,0,0,87.26,163.13,0.136,820,0.28300000000000003,241.20000000000002,1.1,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,1,30,-10,0,0,0,1,-13,0,0,0,0,92.91,155.58,0.136,820,0.271,249.4,1.2000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,2,30,-11,0,0,0,1,-14,0,0,0,0,90.58,144.96,0.136,820,0.257,254.60000000000002,1.4000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,3,30,-11,0,0,0,1,-14,0,0,0,0,95.05,133.47,0.136,820,0.243,256.3,1.6,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,4,30,-12,0,0,0,0,-15,0,0,0,0,90.88,121.81,0.136,820,0.23,257.2,1.7000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,5,30,-12,0,0,0,0,-15,0,0,0,0,85.68,110.3,0.136,820,0.216,260.6,1.7000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,6,30,-12,0,0,0,1,-16,0,0,0,0,79.43,99.2,0.136,820,0.2,268.8,1.7000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,7,30,-10,11,287,17,8,-17,17,0,4,17,61.800000000000004,88.77,0.136,820,0.182,282,2,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,8,30,-6,37,767,179,1,-18,37,767,0,179,44.050000000000004,79.36,0.136,820,0.167,295.7,2.5,8.5323,6.5071,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,9,30,-2,48,922,342,1,-17,48,922,0,342,35.6,71.43,0.136,820,0.158,308.1,2.3000000000000003,17.2817,13.3574,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,10,30,0,53,991,464,1,-16,53,991,0,464,31.310000000000002,65.55,0.136,820,0.151,333.8,1.8,24.6473,19.1759,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,11,30,0,59,1011,529,1,-17,59,1011,0,529,26.26,62.32,0.136,820,0.146,356.20000000000005,1.5,28.7479,22.4212,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,12,30,1,58,1016,532,0,-17,58,1016,0,532,25.37,62.17,0.136,820,0.14400000000000002,352.8,1.2000000000000002,28.9392,22.5727,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,13,30,2,55,993,472,0,-17,55,993,0,472,25.18,65.12,0.136,820,0.146,345.20000000000005,1,25.1534,19.5767,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,14,30,1,48,937,356,4,-17,48,937,4,356,25.51,70.78,0.136,820,0.15,347.90000000000003,0.9,18.0969,13.9999,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,15,30,0,37,803,196,4,-14,37,803,4,196,35.11,78.55,0.136,820,0.151,9.4,0.7000000000000001,9.3587,7.1461,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,16,30,-1,14,407,30,0,-14,14,407,0,30,39.58,87.84,0.136,820,0.149,48.400000000000006,0.7000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,17,30,-2,0,0,0,0,-16,0,0,0,0,36.61,98.19,0.139,820,0.145,46,0.6000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,18,30,-3,0,0,0,0,-17,0,0,0,0,37.54,109.24000000000001,0.139,820,0.139,0,0.7000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,19,30,-4,0,0,0,0,-17,0,0,0,0,39.72,120.72,0.139,820,0.131,313.8,1,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,20,30,-5,0,0,0,0,-17,0,0,0,0,41.87,132.37,0.139,820,0.122,297.90000000000003,1.2000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,21,30,-6,0,0,0,1,-18,0,0,0,0,43.63,143.9,0.139,820,0.114,291.40000000000003,1.4000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,22,30,-7,0,0,0,0,-18,0,0,0,0,45.61,154.63,0.139,820,0.108,287.6,1.5,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,23,30,-7,0,0,0,1,-18,0,0,0,0,47.84,162.62,0.139,820,0.10400000000000001,285.90000000000003,1.6,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,0,30,-8,0,0,0,1,-19,0,0,0,0,46.09,163.09,0.139,820,0.10200000000000001,286.3,1.7000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,1,30,-8,0,0,0,0,-20,0,0,0,0,43.5,155.6,0.139,820,0.10200000000000001,286.6,1.7000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,2,30,-8,0,0,0,0,-20,0,0,0,0,40.54,145,0.139,820,0.10400000000000001,286.3,1.7000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,3,30,-8,0,0,0,0,-21,0,0,0,0,37.7,133.52,0.139,820,0.108,287.90000000000003,1.7000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,4,30,-8,0,0,0,0,-22,0,0,0,0,35,121.85000000000001,0.139,820,0.114,289.8,1.8,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,5,30,-8,0,0,0,1,-23,0,0,0,0,32.5,110.34,0.139,820,0.123,292.7,1.8,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,6,30,-8,0,0,0,1,-24,0,0,0,0,30.23,99.23,0.139,820,0.132,298.3,1.8,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,7,30,-6,11,356,18,1,-24,11,356,0,18,25.38,88.79,0.139,820,0.14400000000000002,304.8,1.7000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,8,30,-2,33,800,181,1,-20,33,800,0,181,26.44,79.36,0.139,820,0.156,309.70000000000005,2,8.6276,6.5798,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,9,30,1,44,937,343,1,-20,44,937,0,343,21.03,71.41,0.139,820,0.17,310.5,2.4000000000000004,17.3354,13.3993,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,10,30,3,50,995,463,1,-20,50,995,0,463,18.54,65.5,0.139,820,0.185,317.3,2.1,24.6035,19.1426,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,11,30,5,53,1017,527,1,-20,53,1017,0,527,17.740000000000002,62.25,0.139,820,0.198,345.1,1.7000000000000002,28.6523,22.3477,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,12,30,6,53,1018,530,0,-18,53,1018,0,530,18.400000000000002,62.07,0.139,820,0.20700000000000002,349.20000000000005,1.5,28.8491,22.5039,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,13,30,6,50,995,471,1,-17,50,995,0,471,18.48,65.01,0.139,820,0.213,349.8,1.2000000000000002,25.1206,19.5530,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,14,30,5,46,935,355,0,-16,46,935,0,355,22.18,70.65,0.139,820,0.218,348.70000000000005,0.7000000000000001,18.0674,13.9796,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,15,30,3,36,801,197,1,-12,36,801,0,197,36.96,78.41,0.139,820,0.221,7.300000000000001,0.30000000000000004,9.4111,7.1878,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,16,30,2,15,408,31,1,-16,15,408,0,31,28.77,87.7,0.139,820,0.224,124.9,0.4,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,17,30,1,0,0,0,0,-16,0,0,0,0,26.78,98.05,0.139,820,0.229,184.8,0.7000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,18,30,1,0,0,0,4,-16,0,0,0,0,26.68,109.10000000000001,0.139,820,0.23600000000000002,210.20000000000002,0.9,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,19,30,0,0,0,0,8,-16,0,0,0,0,29.46,120.58,0.139,820,0.247,234.10000000000002,1,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,20,30,0,0,0,0,4,-16,0,0,0,0,30.6,132.24,0.139,820,0.263,258.5,1,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,21,30,0,0,0,0,8,-15,0,0,0,0,31.53,143.76,0.139,820,0.28700000000000003,277.40000000000003,1.1,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,22,30,0,0,0,0,1,-15,0,0,0,0,35.04,154.5,0.139,820,0.32,287.1,1.2000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,23,30,0,0,0,0,1,-15,0,0,0,0,35.58,162.5,0.139,820,0.361,288,1.3,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,0,30,0,0,0,0,1,-15,0,0,0,0,35.24,163.04,0.139,820,0.406,283.40000000000003,1.3,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,1,30,-1,0,0,0,8,-15,0,0,0,0,37.1,155.61,0.139,820,0.449,277.90000000000003,1.4000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,2,30,-2,0,0,0,4,-15,0,0,0,0,39.61,145.04,0.139,820,0.485,274.90000000000003,1.4000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,3,30,-2,0,0,0,1,-15,0,0,0,0,43.09,133.56,0.139,820,0.51,275.5,1.4000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,4,30,-3,0,0,0,0,-15,0,0,0,0,44.34,121.89,0.139,820,0.523,278.90000000000003,1.5,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,5,30,-3,0,0,0,1,-14,0,0,0,0,49.75,110.37,0.139,820,0.525,283.40000000000003,1.5,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,6,30,-3,0,0,0,1,-14,0,0,0,0,51.49,99.25,0.139,820,0.522,287.6,1.5,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,7,30,-2,11,269,16,4,-13,16,0,4,16,46.09,88.8,0.139,820,0.516,291.2,1.3,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,8,30,0,36,724,170,1,-11,36,724,0,170,46.47,79.36,0.139,820,0.511,291.3,1.4000000000000001,8.1033,6.1799,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,9,30,3,48,874,327,1,-9,48,874,0,327,43.95,71.39,0.139,820,0.51,288.7,1.2000000000000002,16.5298,12.7770,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,10,30,6,55,938,445,0,-10,55,938,0,445,36.04,65.45,0.139,820,0.511,267.40000000000003,0.7000000000000001,23.6559,18.4061,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,11,30,7,58,966,509,0,-11,58,966,0,509,29.04,62.17,0.139,820,0.515,123.4,0.9,27.6881,21.5968,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,12,30,8,59,966,513,0,-11,59,966,0,513,28.97,61.97,0.139,820,0.519,117.10000000000001,1.2000000000000002,27.9418,21.7976,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,13,30,7,56,940,456,0,-11,56,940,0,456,29.490000000000002,64.88,0.139,820,0.523,114.5,1.4000000000000001,24.3439,18.9505,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,14,30,6,50,881,344,0,-10,50,881,0,344,35.660000000000004,70.52,0.139,820,0.523,114.7,1.2000000000000002,17.5283,13.5648,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,15,30,3,39,743,190,4,-7,39,743,4,190,58.67,78.27,0.139,820,0.52,128.1,1.1,9.0818,6.9379,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,16,30,0,15,354,30,1,-9,15,354,0,30,51.97,87.56,0.139,820,0.517,147.70000000000002,1.2000000000000002,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,17,30,0,0,0,0,1,-11,0,0,0,0,49.870000000000005,97.9,0.139,820,0.511,171.3,1.3,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,18,30,0,0,0,0,8,-11,0,0,0,0,48.5,108.96000000000001,0.139,820,0.503,195.8,1.4000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
