Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,677718,-,-,-,30.25,-97.74,-6,156,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,,3.1.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),,,,,,,,,,,,,,,,,,,,,,
2018,1,1,0,30,-2.9000000000000004,0,0,0,4,-10.700000000000001,0,0,0,0,54.86,172.67000000000002,0.14,1018,1.2000000000000002,14,5.300000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,1,30,-3.2,0,0,0,4,-11.200000000000001,0,0,0,0,53.9,165.62,0.14,1019,1.2000000000000002,15,5.2,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,2,30,-3.5,0,0,0,7,-11.700000000000001,0,0,0,0,52.86,153.25,0.14,1019,1.2000000000000002,15,5.1000000000000005,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,3,30,-3.8000000000000003,0,0,0,7,-12.3,0,0,0,0,51.54,140.34,0.14,1019,1.2000000000000002,13,5,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,4,30,-4,0,0,0,7,-12.9,0,0,0,0,49.81,127.42,0.14,1020,1.2000000000000002,11,5,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,5,30,-4.3,0,0,0,7,-13.4,0,0,0,0,48.92,114.68,0.14,1020,1.2000000000000002,12,4.9,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,6,30,-4.6000000000000005,0,0,0,7,-13.700000000000001,0,0,0,0,48.89,102.26,0.14,1021,1.3,14,4.800000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,7,30,-4.4,9,72,9,7,-13.700000000000001,6,21,43,6,48.160000000000004,89.78,0.14,1022,1.3,16,4.9,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,8,30,-3.7,51,556,156,4,-13.700000000000001,65,43,100,73,45.76,79.12,0.14,1022,1.3,19,5.1000000000000005,3.4806,2.6554,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,9,30,-2.8000000000000003,70,759,340,4,-13.600000000000001,144,156,0,199,43.14,69.2,0.14,1022,1.3,19,5.1000000000000005,10.2599,7.9529,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,10,30,-1.9000000000000001,80,855,494,4,-13.4,209,81,11,248,41.04,61.02,0.14,1022,1.3,20,5,13.5890,10.6071,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,11,30,-0.8,87,896,596,7,-13.100000000000001,251,253,0,395,38.77,55.410000000000004,0.14,1021,1.3,20,4.6000000000000005,22.3101,17.4631,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,12,30,0,91,904,633,8,-12.8,272,92,7,327,37.53,53.2,0.14,1020,1.3,19,4.2,18.6533,14.6129,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,13,30,0.4,91,887,602,4,-12.5,231,42,0,255,37.31,54.82,0.14,1020,1.4000000000000001,18,3.9000000000000004,14.4423,11.3073,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,14,30,0.4,89,841,510,7,-12.4,202,44,0,224,37.76,59.95,0.14,1019,1.3,21,3.5,12.3530,9.6484,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,15,30,0.1,79,753,364,7,-12.3,124,16,0,130,38.84,67.79,0.14,1018,1.3,25,3.3000000000000003,6.7836,5.2665,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,16,30,-0.9,58,583,184,0,-12.100000000000001,39,254,54,94,42.28,77.49,0.14,1018,1.3,27,2.6,4.5108,3.4507,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,17,30,-1.7000000000000002,16,130,20,7,-10.5,4,0,57,4,51.06,88.22,0.14,1018,1.3,27,1.9000000000000001,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,18,30,-3.1,0,0,0,7,-9.5,0,0,0,0,61.07,100.37,0.14,1018,1.3,25,1.8,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,19,30,-3.4000000000000004,0,0,0,0,-10,0,0,0,0,60.34,112.72,0.14,1019,1.3,25,2.1,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,20,30,-3.6,0,0,0,4,-10.3,0,0,0,0,59.65,125.43,0.14,1019,1.3,25,2.3000000000000003,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,21,30,-3.7,0,0,0,0,-10.3,0,0,0,0,60,138.33,0.14,1019,1.3,22,2.4000000000000004,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,22,30,-3.5,0,0,0,0,-10.3,0,0,0,0,59.43,151.25,0.14,1019,1.3,23,2.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,23,30,-3.3000000000000003,0,0,0,4,-10.3,0,0,0,0,58.29,163.78,0.14,1019,1.4000000000000001,30,2.8000000000000003,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,0,30,-3.3000000000000003,0,0,0,4,-10.200000000000001,0,0,0,0,59.120000000000005,172.57,0.14,1018,1.4000000000000001,40,2.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,1,30,-3.4000000000000004,0,0,0,4,-9.9,0,0,0,0,60.78,165.67000000000002,0.14,1018,1.4000000000000001,47,2.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,2,30,-3.4000000000000004,0,0,0,0,-9.700000000000001,0,0,0,0,61.730000000000004,153.32,0.14,1018,1.4000000000000001,47,2.6,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,3,30,-3.4000000000000004,0,0,0,4,-9.600000000000001,0,0,0,0,62.410000000000004,140.41,0.14,1017,1.5,44,2.5,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,4,30,-3.3000000000000003,0,0,0,4,-9.700000000000001,0,0,0,0,61.370000000000005,127.49000000000001,0.14,1017,1.4000000000000001,43,2.6,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,5,30,-3.2,0,0,0,4,-10,0,0,0,0,59.18,114.74000000000001,0.14,1017,1.4000000000000001,44,2.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,6,30,-3.1,0,0,0,4,-10.5,0,0,0,0,56.57,102.31,0.14,1017,1.3,43,2.6,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,7,30,-2.7,8,53,8,0,-10.8,7,46,4,7,53.7,89.82000000000001,0.14,1017,1.2000000000000002,41,2.8000000000000003,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,8,30,-1.7000000000000002,53,542,155,0,-11.5,52,441,21,135,47.19,79.15,0.14,1017,1.2000000000000002,42,3,6.4365,4.9102,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,9,30,-0.5,75,750,341,4,-11.9,89,0,0,89,41.980000000000004,69.2,0.14,1017,1.1,42,2.9000000000000004,4.5886,3.5568,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,10,30,0.5,87,841,495,4,-11.700000000000001,144,0,0,144,39.7,61,0.14,1017,1.1,35,2.7,7.8913,6.1598,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,11,30,1.3,97,878,596,4,-11.200000000000001,163,1,0,164,38.76,55.35,0.14,1016,1.1,22,2.6,9.2655,7.2527,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,12,30,1.8,102,886,634,4,-10.700000000000001,167,1,0,168,38.97,53.120000000000005,0.14,1015,1.1,10,2.7,9.5866,7.5103,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,13,30,2,102,873,606,4,-10.200000000000001,134,0,0,134,40.1,54.71,0.14,1014,1.1,182,2.7,7.5931,5.9451,,,,,,,,,,,,,,,,,,,,,,
