Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1502369,-,-,-,27.76,-98.23,-6,94,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2020,1,1,0,30,0,0,0,0,0,0,6,5.300000000000001,175.08,0,0.16,1.9000000000000001,2.6,79,67.73,11,1008
2020,1,1,1,30,0,0,0,0,0,0,6,5.5,166.96,0,0.16,1.9000000000000001,2.7,81,68.17,11.100000000000001,1008
2020,1,1,2,30,0,0,0,0,0,0,7,5.9,153.92000000000002,0,0.16,1.6,2.8000000000000003,88,70.3,11.100000000000001,1007
2020,1,1,3,30,0,0,0,0,0,0,8,6.9,140.66,0,0.16,1.4000000000000001,3,97,75.26,11.100000000000001,1007
2020,1,1,4,30,0,0,0,0,0,0,7,7.6000000000000005,127.47,0,0.16,1.3,3.1,103,78.52,11.200000000000001,1006
2020,1,1,5,30,0,0,0,0,0,0,4,8.5,114.47,0,0.16,1.1,3.2,103,82.66,11.3,1006
2020,1,1,6,30,0,0,0,0,0,0,8,9.4,101.79,0,0.16,0.9,3.3000000000000003,102,87.14,11.5,1006
2020,1,1,7,30,0,0,0,0,0,0,7,10.200000000000001,89.17,7,0.16,1.1,3.4000000000000004,110,86.49,12.4,1006
2020,1,1,8,30,16,0,16,56,503,160,8,11.100000000000001,78.06,7,0.16,1.2000000000000002,3.6,127,83.76,13.8,1007
2020,1,1,9,30,29,0,29,80,691,341,8,12.100000000000001,67.76,0,0.16,0.9,3.7,171,82.19,15.100000000000001,1007
2020,1,1,10,30,61,0,61,92,786,494,4,13.100000000000001,59.19,0,0.16,1,3.8000000000000003,214,81.2,16.3,1006
2020,1,1,11,30,71,0,71,96,837,597,4,13.600000000000001,53.21,0,0.16,1.3,3.9000000000000004,225,80.21000000000001,17,1005
2020,1,1,12,30,28,0,28,98,852,637,4,13.9,50.76,0,0.16,1.8,3.9000000000000004,244,79.71000000000001,17.400000000000002,1003
2020,1,1,13,30,50,0,50,99,834,609,4,14,52.36,0,0.16,2.4000000000000004,4,271,80.5,17.400000000000002,1002
2020,1,1,14,30,55,0,55,97,787,518,4,14,57.65,0,0.16,2.7,4,292,81.88,17.1,1001
2020,1,1,15,30,53,0,53,88,696,374,8,13.8,65.76,0,0.16,2.8000000000000003,4,302,84.04,16.5,1001
2020,1,1,16,30,34,0,34,66,527,196,4,13.5,75.75,7,0.16,2.5,4.1000000000000005,306,87.47,15.600000000000001,1001
2020,1,1,17,30,7,0,7,21,168,31,4,13.4,86.85000000000001,7,0.16,2.1,4.1000000000000005,308,90.34,15,1001
2020,1,1,18,30,0,0,0,0,0,0,4,13.3,99.14,0,0.16,0.6000000000000001,4.1000000000000005,246,95.59,14,1000
2020,1,1,19,30,0,0,0,0,0,0,7,13.3,111.73,0,0.16,0.5,4.1000000000000005,187,97.5,13.700000000000001,1000
2020,1,1,20,30,0,0,0,0,0,0,4,13.200000000000001,124.67,0,0.16,1,4.1000000000000005,228,98.22,13.5,1000
2020,1,1,21,30,0,0,0,0,0,0,7,12.9,137.83,0,0.16,1.6,4,234,96.87,13.4,1000
2020,1,1,22,30,0,0,0,0,0,0,8,12.700000000000001,151.09,0,0.16,2,3.9000000000000004,233,95.92,13.3,999
2020,1,1,23,30,0,0,0,0,0,0,7,12.4,164.23,0,0.16,2,3.8000000000000003,235,95.62,13.100000000000001,998
2020,1,2,0,30,0,0,0,0,0,0,3,12.100000000000001,174.97,0,0.16,2.1,3.7,239,94.11,13,998
2020,1,2,1,30,0,0,0,0,0,0,8,11.700000000000001,167.03,0,0.16,2.4000000000000004,3.7,240,92.04,13,997
2020,1,2,2,30,0,0,0,0,0,0,4,11.4,154,0,0.16,2.1,3.7,237,91.28,12.8,997
2020,1,2,3,30,0,0,0,0,0,0,4,11.100000000000001,140.74,0,0.16,1.5,3.6,229,91.48,12.5,996
2020,1,2,4,30,0,0,0,0,0,0,4,10.9,127.55,0,0.16,1.4000000000000001,3.5,221,90.99,12.3,995
2020,1,2,5,30,0,0,0,0,0,0,8,10.700000000000001,114.55,0,0.16,1.4000000000000001,3.3000000000000003,213,90.3,12.200000000000001,995
2020,1,2,6,30,0,0,0,0,0,0,8,10.5,101.86,0,0.16,1.7000000000000002,3.2,202,88.13,12.4,995
2020,1,2,7,30,0,0,0,0,0,0,8,10.4,89.22,7,0.16,2.6,3.1,196,82.17,13.4,995
2020,1,2,8,30,58,0,58,47,586,168,7,10.700000000000001,78.09,7,0.16,3.2,3,198,76.18,14.9,996
2020,1,2,9,30,47,0,47,67,763,355,8,11.4,67.78,0,0.16,3.4000000000000004,2.9000000000000004,204,71.61,16.6,996
2020,1,2,10,30,65,0,65,77,847,511,8,11.5,59.17,7,0.16,3.6,2.9000000000000004,212,64.6,18.3,996
2020,1,2,11,30,24,0,24,81,892,616,8,11.100000000000001,53.160000000000004,0,0.16,3.7,2.9000000000000004,222,58.370000000000005,19.5,995
2020,1,2,12,30,93,0,93,79,913,658,8,10.9,50.68,0,0.16,3.8000000000000003,2.9000000000000004,232,54.230000000000004,20.5,994
2020,1,2,13,30,44,0,44,75,912,633,8,10.600000000000001,52.25,0,0.16,3.8000000000000003,2.9000000000000004,238,50.71,21.200000000000003,994
2020,1,2,14,30,69,0,69,68,888,544,7,10.4,57.53,0,0.16,3.3000000000000003,2.8000000000000003,228,49.730000000000004,21.3,993
2020,1,2,15,30,179,164,246,59,830,402,8,10.600000000000001,65.62,0,0.16,2.4000000000000004,2.5,202,51.88,20.900000000000002,993
2020,1,2,16,30,97,159,137,45,706,220,7,12,75.61,7,0.16,1.7000000000000002,2.2,181,65.62,18.6,993
2020,1,2,17,30,21,63,25,18,349,38,7,12.9,86.72,7,0.16,1.3,2,175,77.72,16.8,993
2020,1,2,18,30,0,0,0,0,0,0,7,12.100000000000001,99,0,0.16,1.6,1.8,179,86.18,14.4,994
2020,1,2,19,30,0,0,0,0,0,0,7,12.100000000000001,111.60000000000001,0,0.16,1.6,1.8,189,88.8,13.9,995
2020,1,2,20,30,0,0,0,0,0,0,8,11.9,124.54,0,0.16,1.6,1.8,215,90.88,13.4,995
2020,1,2,21,30,0,0,0,0,0,0,7,11.3,137.70000000000002,0,0.16,1.6,1.7000000000000002,247,89.94,12.9,996
2020,1,2,22,30,0,0,0,0,0,0,7,10.200000000000001,150.96,0,0.16,1.6,1.7000000000000002,273,87.04,12.3,997
2020,1,2,23,30,0,0,0,0,0,0,7,9.200000000000001,164.09,0,0.16,1.6,1.7000000000000002,294,84.93,11.700000000000001,997
2020,1,3,0,30,0,0,0,0,0,0,7,8.6,174.85,0,0.16,1.6,1.8,311,84,11.200000000000001,998
