Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1091166,-,-,-,42.89,-78.86,-5,197,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),,,,,,,,,,,,,,,,,,,,,,
2016,1,1,0,30,0,0,0,0,4,-2,0,0,0,0,84.44,160.01,0.866,990,0.808,259.2,3.6,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,1,30,0,0,0,0,4,-2,0,0,0,0,84.09,155.25,0.866,990,0.768,260.1,3.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,2,30,0,0,0,0,4,-2,0,0,0,0,83.27,146.39000000000001,0.866,990,0.722,260.90000000000003,3.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,3,30,0,0,0,0,4,-2,0,0,0,0,81.55,135.97,0.866,990,0.672,261.7,3.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,4,30,-1,0,0,0,4,-3,0,0,0,0,85.39,125.04,0.866,990,0.633,261.90000000000003,3.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,5,30,-1,0,0,0,4,-3,0,0,0,0,83.36,114.11,0.866,990,0.612,261,3.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,6,30,-1,0,0,0,4,-3,0,0,0,0,81.71000000000001,103.48,0.866,990,0.603,260.1,3.8000000000000003,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,7,30,-1,0,0,0,4,-3,0,0,0,0,80.4,93.43,0.866,990,0.595,259.3,4,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,8,30,0,45,237,69,4,-4,27,0,4,27,73.68,84.3,0.866,990,0.584,258.7,4.3,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,9,30,0,90,505,208,8,-4,83,2,4,84,72.48,76.49,0.866,990,0.5720000000000001,258.90000000000003,4.800000000000001,4.0580,3.1101,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,10,30,0,120,621,327,4,-4,125,18,0,132,69.35000000000001,70.5,0.866,990,0.561,259.7,5.1000000000000005,6.7272,5.2062,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,11,30,0,134,680,402,4,-5,149,19,0,156,66.25,66.85,0.866,990,0.546,260.7,5.2,8.2030,6.3745,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,12,30,0,128,723,423,4,-5,160,30,0,173,69.28,65.94,0.866,990,0.523,262.40000000000003,5.2,9.1623,7.1259,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,13,30,0,121,697,384,4,-5,152,47,0,170,68.89,67.89,0.866,990,0.515,265,5.1000000000000005,8.8635,6.8805,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,14,30,-1,103,621,290,8,-5,120,29,4,129,69.59,72.47,0.866,990,0.526,268.8,4.800000000000001,6.4558,4.9823,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,15,30,-1,72,461,158,4,-5,72,461,4,158,70.93,79.19,0.866,990,0.536,271.90000000000003,4.4,7.5326,5.7461,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,16,30,-1,21,88,25,1,-5,21,88,0,25,72.28,87.54,0.866,990,0.536,272.40000000000003,4.1000000000000005,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,17,30,-1,0,0,0,4,-5,0,0,0,0,78.57000000000001,97.05,0.866,990,0.529,273,3.9000000000000004,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,18,30,-2,0,0,0,1,-5,0,0,0,0,78.59,107.34,0.866,990,0.518,274.2,3.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,19,30,-2,0,0,0,1,-5,0,0,0,0,77.81,118.11,0.866,990,0.507,274.40000000000003,3.6,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,20,30,-2,0,0,0,4,-5,0,0,0,0,76.53,129.08,0.866,990,0.498,273.6,3.6,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,21,30,-2,0,0,0,4,-5,0,0,0,0,75.21000000000001,139.89000000000001,0.866,990,0.494,272.2,3.6,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,22,30,-2,0,0,0,4,-5,0,0,0,0,79.92,149.9,0.866,990,0.501,270.3,3.5,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,23,30,-3,0,0,0,4,-6,0,0,0,0,78.98,157.62,0.866,990,0.516,268.7,3.4000000000000004,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,0,30,-3,0,0,0,4,-6,0,0,0,0,78.57000000000001,159.94,0.866,990,0.536,267.40000000000003,3.2,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,1,30,-3,0,0,0,4,-6,0,0,0,0,79.14,155.24,0.866,990,0.5680000000000001,266,3.1,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,2,30,-2,0,0,0,4,-5,0,0,0,0,74.88,146.41,0.866,990,0.62,264.5,3,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,3,30,-2,0,0,0,4,-5,0,0,0,0,77.14,136,0.866,990,0.671,262.1,2.9000000000000004,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,4,30,-2,0,0,0,4,-5,0,0,0,0,79.58,125.08,0.866,990,0.676,257.7,2.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,5,30,-2,0,0,0,4,-4,0,0,0,0,81.72,114.14,0.866,990,0.646,249.70000000000002,2.7,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,6,30,-1,0,0,0,4,-4,0,0,0,0,77.93,103.5,0.866,990,0.64,239.70000000000002,2.8000000000000003,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,7,30,-1,0,0,0,4,-4,0,0,0,0,79.62,93.45,0.866,990,0.669,234.60000000000002,3,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,8,30,0,45,226,67,4,-3,7,0,4,7,76.01,84.3,0.866,990,0.6940000000000001,232.8,3.5,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,9,30,0,88,511,208,4,-3,23,0,4,23,76.66,76.48,0.866,990,0.6920000000000001,233.8,3.8000000000000003,1.1112,0.8516,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,10,30,0,112,644,328,4,-3,37,0,0,37,77.01,70.46000000000001,0.866,990,0.677,238.5,4.1000000000000005,1.8863,1.4599,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,11,30,0,127,699,402,4,-3,62,0,0,62,77.36,66.78,0.866,980,0.665,242.5,4.2,3.2620,2.5350,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,12,30,0,133,702,420,4,-3,53,0,0,53,78.47,65.85,0.866,980,0.661,245.3,4.1000000000000005,2.8089,2.1848,,,,,,,,,,,,,,,,,,,,,,
